Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
494,3,Penn Valley,PEN,39.20340,-121.19019,422,69
495,3,Penn Valley,PEN,39.20430,-121.19053,420,82
333,3,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78870,-120.95062,319,49
330,4,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78779,-120.93912,282,82
465,11,Oneals,ONE,37.14885,-119.73211,368,82
430,6,Mt. Hamilton Mid,HAMm,37.32642,-121.66903,688,89
29,6,Bellota,BEL,38.05210,-121.01408,57,82
34,6,Bellota,BEL,38.05138,-121.01119,45,61
341,6,Madera Transect,MAD,36.96899,-119.24723,601,69
339,5,Madera Transect,MAD,36.97432,-119.36779,581,82
147,9,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,82
42,1,Blue Oak Ranch (a.k.a. BORR),BLU,37.35104,-121.73129,517,54
36,11,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,82
543,3,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,82
544,13,Restoration Oaks Ranch,RO,34.55380,-120.19004,195,96
56,12,Caswell Memorial SP,CAS,37.70553,-121.17966,28,89
62,11,Caswell Memorial SP,CAS,37.70419,-121.18105,10,75
63,7,Centerville,CEN,36.72520,-119.45910,122,61
67,8,Centerville,CEN,36.74763,-119.47269,125,82
16,2,Bakersfield Natl Cemetary,BNC,35.25503,-118.67350,603,82
427,11,Mt. Hamilton High,HAMh,37.33749,-121.65334,1033,96
477,3,Paynes Creek,PAY,40.30678,-122.08433,184,82
481,15,Paynes Creek,PAY,40.31295,-121.99838,316,96
187,9,Dry Creek,DRY,37.64508,-120.84779,37,89
276,10,HOLLISTER HILLS,HH,36.77506,-121.40727,221,82
273,1,HOLLISTER HILLS,HH,36.77872,-121.40139,194,49
351,13,Malibu Creek State Park,MC,34.09798,-118.71614,157,61
346,11,Malibu Creek State Park,MC,34.09775,-118.71652,165,131
553,4,Santa Clarita,SCL,34.40093,-118.57196,384,89
558,6,Santa Clarita,SCL,34.39832,-118.57067,424,82
231,3,Gravelly Valley,GRV,39.43016,-122.97538,550,103
237,12,Gravelly Valley,GRV,39.44815,-122.96244,562,75
526,2,Red Bluff,RED,40.15539,-122.20391,79,82
523,16,Red Bluff,RED,40.12669,-122.12164,65,82
484,16,PEACH TREE ROAD,PT,36.13808,-120.75002,445,110
74,6,Chesebro,CHE,34.16026,-118.72589,325,75
72,5,Chesebro,CHE,34.15928,-118.72597,320,131
129,5,"Cordon Ridge, 1750 m",CR17,34.98736,-118.61890,1743,75
570,2,SEDGWICK RESERVE,SW,34.70022,-120.04050,348,61
572,3,SEDGWICK RESERVE,SW,34.68892,-120.03605,331,69
469,12,Oneals=Oakhurst,OAK,37.26360,-119.69044,674,82
93,1,Clearlake Oaks,CLO,39.02124,-122.71125,399,82
656,10,Willits,WLT,39.38100,-123.34228,425,89
654,11,Willits,WLT,39.38618,-123.34067,431,89
357,9,Mariposa,MAR,37.46667,-119.95108,557,69
352,10,Mariposa,MAR,37.46042,-119.87328,679,82
130,10,"Cordon Ridge, 1750 m",CR17,34.98730,-118.61983,1746,89
341,9,Madera Transect,MAD,36.96899,-119.24723,601,75
340,2,Madera Transect,MAD,36.96933,-119.24700,597,61
205,1,Folsom,FOL,38.63287,-121.21438,62,69
202,7,Folsom,FOL,38.63316,-121.21493,50,75
88,1,Chico,CHI,39.71196,-121.78434,76,82
225,11,George J Hatfield SRA,HAT,37.35170,-120.96173,18,61
228,11,George J Hatfield SRA,HAT,37.35302,-120.96004,22,61
497,8,Penn Valley,PEN,39.20263,-121.18562,423,124
499,8,Penn Valley,PEN,39.20129,-121.18902,420,82
554,3,Santa Clarita,SCL,34.40050,-118.57192,390,69
555,8,Santa Clarita,SCL,34.40054,-118.57149,394,131
26,9,Bear River,BER,39.03440,-121.10777,424,75
109,2,Coalinga Road,COA,36.39837,-120.94697,538,61
112,13,Coalinga Road,COA,36.39072,-120.93557,555,82
6,3,Alhambra,ALH,37.96543,-122.19367,146,54
4,10,Alhambra,ALH,37.96935,-122.17589,198,75
132,2,"Cordon Ridge, 600 m",CR6,35.00751,-118.70712,590,82
134,2,"Cordon Ridge, 600 m",CR6,35.00643,-118.70708,588,54
136,16,"Cordon Ridge, 600 m",CR6,35.00674,-118.70799,585,131
509,7,Platina,PLA,40.28982,-122.61132,224,89
359,11,Mariposa,MAR,37.45873,-119.89994,693,89
357,5,Mariposa,MAR,37.46667,-119.95108,557,61
25,1,Bear River,BER,39.03464,-121.09885,444,54
613,11,Tehachapi,TAC,35.11889,-118.48441,1259,89
608,5,Tehachapi,TAC (Teh?),35.11713,-118.48862,1268,89
593,11,Sugarloaf Ridge area,SUG,38.43304,-122.55359,169,82
595,1,Sugarloaf Ridge area,SUG,38.42324,-122.55631,156,69
596,10,Sugarloaf Ridge area,SUG,38.42327,-122.55633,155,82
605,8,Sunol,SUN,37.59867,-121.87535,85,61
603,7,Sunol,SUN,37.60157,-121.87363,81,75
154,13,Cottonwood,CTW,40.36020,-122.30672,134,82
152,6,Cottonwood,CTW,40.36642,-122.29591,132,75
455,1,Oak Grove,OKG,38.05660,-121.36429,-6,69
459,7,Oak Grove,OKG,38.05551,-121.36244,-3,96
211,6,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,69
212,2,FORT HUNTER LIGGETT,FHL,35.97635,-121.23721,315,49
300,2,Island,ISL,36.36639,-119.80563,64,75
294,4,Island,ISL,36.34366,-119.82310,78,75
499,3,Penn Valley,PEN,39.20129,-121.18902,420,103
497,6,Penn Valley,PEN,39.20263,-121.18562,423,103
332,11,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78751,-120.94111,288,96
327,4,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78473,-120.96921,341,82
325,6,Laytonville,LAY,39.65170,-123.48409,509,96
432,2,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,96
31,7,Bellota,BEL,38.05981,-121.01448,50,69
30,12,Bellota,BEL,38.05098,-121.01411,56,61
336,8,Madera Transect,MAD,36.97169,-119.36787,586,82
340,11,Madera Transect,MAD,36.96933,-119.24700,597,82
148,4,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,145
35,6,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,69
40,12,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,75
539,7,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,96
537,8,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,82
60,9,Caswell Memorial SP,CAS,37.69556,-121.18165,15,69
59,5,Caswell Memorial SP,CAS,37.69561,-121.18295,18,54
68,8,Centerville,CEN,36.74918,-119.47121,127,54
64,3,Centerville,CEN,36.74602,-119.47566,129,69
22,2,Bakersfield Natl Cemetary,BNC,35.25439,-118.66648,608,49
425,4,Mt. Hamilton High,HAMh,37.33829,-121.65341,1041,82
478,5,Paynes Creek,PAY,40.31395,-122.07048,193,96
476,3,Paynes Creek,PAY,40.30689,-122.08433,184,96
188,11,Dry Creek,DRY,37.64557,-120.84800,35,138
275,2,HOLLISTER HILLS,HH,36.77595,-121.40640,223,54
270,14,HOLLISTER HILLS,HH,36.77647,-121.40765,193,103
347,10,Malibu Creek State Park,MC,34.09797,-118.71558,167,89
348,2,Malibu Creek State Park,MC,34.09787,-118.71385,169,69
555,4,Santa Clarita,SCL,34.40054,-118.57149,394,75
466,6,Oneals,ONE,37.14927,-119.73222,369,117
234,8,Gravelly Valley,GRV,39.44887,-122.96455,557,89
235,3,Gravelly Valley,GRV,39.44874,-122.96412,557,82
487,3,PEACH TREE ROAD,PT,36.14315,-120.75333,442,96
490,11,PEACH TREE ROAD,PT,36.14749,-120.75760,439,89
486,6,PEACH TREE ROAD,PT,36.14350,-120.75339,440,82
488,1,PEACH TREE ROAD,PT,36.13889,-120.75064,446,69
130,3,"Cordon Ridge, 1750 m",CR17,34.98730,-118.61983,1746,82
131,14,"Cordon Ridge, 1750 m",CR17,34.98715,-118.62000,1747,110
571,8,SEDGWICK RESERVE,SW,34.68625,-120.03488,320,75
574,3,SEDGWICK RESERVE,SW,34.68820,-120.03615,323,61
471,5,Oneals=Oakhurst,OAK,37.33256,-119.65646,699,69
96,13,Clearlake Oaks,CLO,39.02203,-122.71373,403,89
651,8,Willits,WLT,39.41143,-123.34687,416,89
434,13,Napa,NAP,38.27742,-122.25249,44,103
355,12,Mariposa,MAR,37.45851,-119.90107,703,103
127,8,"Cordon Ridge, 1750 m",CR17,34.98790,-118.61992,1766,124
128,5,"Cordon Ridge, 1750 m",CR17,34.98752,-118.61896,1747,89
343,3,Madera Transect,MAD,36.96898,-119.24734,605,82
337,9,Madera Transect,MAD,36.97218,-119.36828,588,75
201,7,Folsom,FOL,38.63376,-121.21562,48,82
200,4,Folsom,FOL,38.63413,-121.23634,35,82
86,2,Chico,CHI,39.71180,-121.78388,81,82
226,8,George J Hatfield SRA,HAT,37.35279,-120.96049,20,103
227,14,George J Hatfield SRA,HAT,37.35240,-120.96085,20,89
494,7,Penn Valley,PEN,39.20340,-121.19019,422,82
498,15,Penn Valley,PEN,39.20205,-121.18857,421,124
559,3,Santa Clarita,SCL,34.39884,-118.57075,421,69
556,3,Santa Clarita,SCL,34.39997,-118.57200,393,75
23,9,Bear River,BER,38.99662,-121.10839,402,82
47,10,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,82
49,10,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,82
48,14,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.16900,473,103
54,1,Carrissa Highway & E. Pozo Rd,PO,35.38610,-120.16743,469,49
84,15,Chews Ridge,CHW,36.31253,-121.57212,1492,103
79,1,Chews Ridge,CHW,36.34445,-121.58033,1058,82
83,6,Chews Ridge,CHW,36.31268,-121.57240,1492,103
80,5,Chews Ridge,CHW,36.34367,-121.58124,1072,61
133,2,"Cordon Ridge, 600 m",CR6,35.00726,-118.70570,627,82
132,6,"Cordon Ridge, 600 m",CR6,35.00751,-118.70712,590,late germ
134,12,"Cordon Ridge, 600 m",CR6,35.00643,-118.70708,588,82
318,5,Kingsburg,KIN,36.49160,-119.53883,90,54
659,7,Woodson Bridge SRA/Tehama CP,WOO,39.91079,-122.09097,55,82
657,11,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,82
660,7,Woodson Bridge SRA/Tehama CP,WOO,39.91110,-122.09122,55,82
662,4,Woodson Bridge SRA/Tehama CP,WOO,39.91042,-122.08910,61,75
471,9,Oneals=Oakhurst,OAK,37.33256,-119.65646,699,82
472,12,Oneals=Oakhurst,OAK,37.33840,-119.65725,712,89
63,2,Centerville,CEN,36.72520,-119.45910,122,54
64,12,Centerville,CEN,36.74602,-119.47566,129,89
65,4,Centerville,CEN,36.74577,-119.47493,127,82
67,9,Centerville,CEN,36.74763,-119.47269,125,82
483,4,Paynes Creek,PAY,40.31264,-121.99435,316,69
479,10,Paynes Creek,PAY,40.31443,-122.06976,192,75
482,6,Paynes Creek,PAY,40.31253,-121.99419,317,75
476,2,Paynes Creek,PAY,40.30689,-122.08433,184,82
429,2,Mt. Hamilton Mid,HAMm,37.32409,-121.66875,649,82
430,3,Mt. Hamilton Mid,HAMm,37.32642,-121.66903,688,89
324,15,Laytonville,LAY,39.65133,-123.48377,509,82
320,5,Laytonville,LAY,39.74600,-123.52422,457,103
326,1,Laytonville,LAY,39.65136,-123.48235,510,61
300,1,Island,ISL,36.36639,-119.80563,64,75
301,1,Island,ISL,36.36599,-119.80853,67,49
294,13,Island,ISL,36.34366,-119.82310,78,110
298,8,Island,ISL,36.34413,-119.82632,62,82
210,4,FORT HUNTER LIGGETT,FHL,35.98042,-121.23280,300,89
213,8,FORT HUNTER LIGGETT,FHL,35.97662,-121.23687,315,75
207,2,FORT HUNTER LIGGETT,FHL,35.97922,-121.23432,299,69
209,6,FORT HUNTER LIGGETT,FHL,35.98026,-121.23441,301,54
152,2,Cottonwood,CTW,40.36642,-122.29591,132,54
153,3,Cottonwood,CTW,40.36277,-122.29977,133,61
156,6,Cottonwood,CTW,40.36029,-122.31100,131,89
150,16,Cottonwood,CTW,40.36754,-122.29123,132,96
374,8,Merced River,MER,37.51664,-120.36272,90,82
371,8,Merced River,MER,37.51744,-120.35764,96,61
368,5,Merced River,MER,37.52352,-120.32126,115,82
369,11,Merced River,MER,37.52510,-120.32139,111,82
108,13,Coalinga Road,COA,36.39672,-120.94881,540,69
112,3,Coalinga Road,COA,36.39072,-120.93557,555,61
106,10,Coalinga Road,COA,36.40207,-120.95003,539,82
111,3,Coalinga Road,COA,36.39068,-120.93528,555,61
157,14,COTTONWOOD CANYON ROAD,COT,34.99284,-119.88912,626,131
161,7,COTTONWOOD CANYON ROAD,COT,34.99176,-119.88843,618,75
162,2,COTTONWOOD CANYON ROAD,COT,34.99233,-119.88839,613,89
164,3,COTTONWOOD CANYON ROAD,COT,34.99022,-119.88841,624,82
465,8,Oneals,ONE,37.14885,-119.73211,368,82
502,10,PINNACLES NM,PIN,36.49292,-121.14680,323,96
501,7,PINNACLES NM,PIN,36.49400,-121.14572,325,75
506,16,PINNACLES NM,PIN,36.49274,-121.14737,322,110
505,14,PINNACLES NM,PIN,36.49248,-121.14843,322,96
563,12,SANTA MARGARITA,SMAR,35.35170,-120.53426,357,96
564,6,SANTA MARGARITA,SMAR,35.34739,-120.53631,347,82
566,7,SANTA MARGARITA,SMAR,35.35508,-120.54007,346,103
567,3,SANTA MARGARITA,SMAR,35.35473,-120.53982,345,61
366,1,McLaughlin,MCL,38.87017,-122.42335,639,61
363,1,McLaughlin,MCL,38.86992,-122.42120,637,82
365,1,McLaughlin,MCL,38.86998,-122.42288,638,96
362,14,McLaughlin,MCL,38.87170,-122.42196,645,152
436,1,Napa,NAP,38.33485,-122.26399,27,49
433,9,Napa,NAP,38.24059,-122.27192,22,96
638,4,"White Rock, PARADISE RD",WR,34.54162,-119.80836,285,69
643,1,"White Rock, PARADISE RD",WR,34.54197,-119.80749,285,49
642,2,"White Rock, PARADISE RD",WR,34.54167,-119.80753,289,75
640,9,"White Rock, PARADISE RD",WR,34.54087,-119.80856,285,69
626,8,Ukiah,UKI,39.07946,-123.21592,215,96
628,14,Ukiah,UKI,39.09473,-123.21297,192,54
624,1,Ukiah,UKI,39.10065,-123.20727,184,54
629,8,Ukiah,UKI,39.09771,-123.20856,183,82
420,2,Mountain Ranch (a.k.a. 101),MTR,38.27146,-120.50459,710,69
423,10,Mountain Ranch (a.k.a. 101),MTR,38.26685,-120.49714,694,103
419,5,Mountain Ranch (a.k.a. 101),MTR,38.27252,-120.50473,718,82
417,6,Mountain Ranch (a.k.a. 101),MTR,38.27539,-120.50611,734,89
311,12,Kaweah,KAW,36.33762,-119.17043,119,75
313,1,Kaweah,KAW,36.33637,-119.16900,118,54
314,3,Kaweah,KAW,36.33781,-119.16975,121,82
50,8,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,54
52,3,Carrissa Highway & E. Pozo Rd,PO,35.38470,-120.17882,484,82
51,16,Carrissa Highway & E. Pozo Rd,PO,35.38519,-120.17553,480,131
53,13,Carrissa Highway & E. Pozo Rd,PO,35.38076,-120.18690,491,75
78,9,Chews Ridge,CHW,36.34520,-121.58087,1045,89
81,15,Chews Ridge,CHW,36.34139,-121.58068,1093,159
82,12,Chews Ridge,CHW,36.34082,-121.58023,1096,69
77,14,Chews Ridge,CHW,36.34486,-121.58036,1054,96
135,11,"Cordon Ridge, 600 m",CR6,35.00688,-118.70762,590,82
136,8,"Cordon Ridge, 600 m",CR6,35.00674,-118.70799,585,61
317,14,Kingsburg,KIN,36.48506,-119.54247,90,82
316,5,Kingsburg,KIN,36.46237,-119.55080,86,96
658,3,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,82
661,3,Woodson Bridge SRA/Tehama CP,WOO,39.91081,-122.08992,57,69
663,10,Woodson Bridge SRA/Tehama CP,WOO,39.91288,-122.08720,55,82
664,10,Woodson Bridge SRA/Tehama CP,WOO,39.91839,-122.08546,62,89
469,9,Oneals=Oakhurst,OAK,37.26360,-119.69044,674,75
470,11,Oneals=Oakhurst,OAK,37.27174,-119.66890,744,75
66,7,Centerville,CEN,36.74719,-119.47302,125,61
68,10,Centerville,CEN,36.74918,-119.47121,127,61
69,16,Centerville,CEN,36.75334,-119.46474,129,75
70,2,Centerville,CEN,36.75656,-119.46008,130,75
481,11,Paynes Creek,PAY,40.31295,-121.99838,316,82
480,8,Paynes Creek,PAY,40.31465,-122.06873,190,89
477,6,Paynes Creek,PAY,40.30678,-122.08433,184,82
478,1,Paynes Creek,PAY,40.31395,-122.07048,193,75
431,9,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,103
432,10,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,124
319,2,Laytonville,LAY,39.68850,-123.48817,493,82
322,7,Laytonville,LAY,39.66592,-123.47726,509,82
323,11,Laytonville,LAY,39.65154,-123.48087,512,96
299,9,Island,ISL,36.35385,-119.83384,64,82
297,8,Island,ISL,36.34766,-119.82517,63,403
296,11,Island,ISL,36.34760,-119.82504,61,96
295,15,Island,ISL,36.34470,-119.82507,60,82
211,1,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,61
212,8,FORT HUNTER LIGGETT,FHL,35.97635,-121.23721,315,69
208,10,FORT HUNTER LIGGETT,FHL,35.97922,-121.23337,298,89
206,4,FORT HUNTER LIGGETT,FHL,35.97960,-121.23371,293,82
155,4,Cottonwood,CTW,40.36018,-122.30750,132,75
151,2,Cottonwood,CTW,40.36756,-122.29284,132,69
154,11,Cottonwood,CTW,40.36020,-122.30672,134,82
149,10,Cottonwood,CTW,40.36757,-122.28863,134,82
372,8,Merced River,MER,37.51672,-120.36083,91,96
375,7,Merced River,MER,37.51723,-120.37267,88,82
373,1,Merced River,MER,37.51684,-120.36082,91,69
370,5,Merced River,MER,37.52504,-120.32188,110,69
109,11,Coalinga Road,COA,36.39837,-120.94697,538,96
107,1,Coalinga Road,COA,36.40329,-120.94998,537,75
110,2,Coalinga Road,COA,36.39860,-120.94652,539,54
105,15,Coalinga Road,COA,36.40269,-120.94995,535,124
163,9,COTTONWOOD CANYON ROAD,COT,34.99132,-119.88766,613,103
159,3,COTTONWOOD CANYON ROAD,COT,34.99191,-119.88871,629,82
158,5,COTTONWOOD CANYON ROAD,COT,34.99212,-119.88892,631,82
160,10,COTTONWOOD CANYON ROAD,COT,34.99192,-119.88856,624,82
468,10,Oneals,ONE,37.15827,-119.74027,357,82
504,6,PINNACLES NM,PIN,36.49177,-121.14754,321,75
503,2,PINNACLES NM,PIN,36.49208,-121.14788,321,61
500,7,PINNACLES NM,PIN,36.49456,-121.14529,327,124
507,6,PINNACLES NM,PIN,36.49009,-121.15030,311,82
568,6,SANTA MARGARITA,SMAR,35.35506,-120.54056,347,54
562,10,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,96
565,5,SANTA MARGARITA,SMAR,35.33182,-120.52405,365,82
561,8,SANTA MARGARITA,SMAR,,,,96
361,8,McLaughlin,MCL,38.87354,-122.42544,641,82
367,9,McLaughlin,MCL,38.87033,-122.42417,639,96
360,8,McLaughlin,MCL,38.87351,-122.42492,620,89
364,10,McLaughlin,MCL,38.86956,-122.42264,638,82
438,4,Napa,NAP,38.33403,-122.26485,26,82
437,7,Napa,NAP,38.33479,-122.26407,25,69
641,1,"White Rock, PARADISE RD",WR,34.54082,-119.80787,286,49
637,14,"White Rock, PARADISE RD",WR,34.54235,-119.80856,281,117
639,10,"White Rock, PARADISE RD",WR,24.54112,-119.80884,288,82
644,5,"White Rock, PARADISE RD",WR,34.54135,-119.80833,284,54
630,9,Ukiah,UKI,39.09836,-123.20782,181,69
627,4,Ukiah,UKI,39.09243,-123.21973,196,69
623,5,Ukiah,UKI,39.10214,-123.20450,174,61
625,2,Ukiah,UKI,39.07930,-123.21585,213,75
422,13,Mountain Ranch (a.k.a. 101),MTR,38.26659,-120.50238,676,103
416,6,Mountain Ranch (a.k.a. 101),MTR,38.27729,-120.50703,746,82
421,6,Mountain Ranch (a.k.a. 101),MTR,38.26668,-120.50298,678,75
418,9,Mountain Ranch (a.k.a. 101),MTR,38.27504,-120.50581,730,89
310,7,Kaweah,KAW,36.33648,-119.17050,117,69
312,4,Kaweah,KAW,36.33728,-119.16190,121,89
279,11,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11256,-120.39979,244,96
334,13,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78807,-120.95192,320,69
329,4,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78784,-120.93893,279,82
393,6,Middletown,MDT,38.75961,-122.60428,332,110
399,10,Middletown,MDT,38.75914,-122.60471,334,89
72,1,Chesebro,CHE,34.15928,-118.72597,320,69
74,11,Chesebro,CHE,34.16026,-118.72589,325,89
125,3,"Cordon Ridge, 1500 m",CR15,35.00145,-118.65184,1513,89
123,9,"Cordon Ridge, 1500 m",CR15,35.00166,-118.65096,1519,96
510,12,Platina,PLA,40.29992,-122.69159,278,96
38,14,Blue Oak Ranch (a.k.a. BORR),BLU,37.35621,-121.72627,495,110
35,3,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,69
541,12,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,124
539,10,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,103
621,8,Tin Barn Rd,TIN,38.62032,-123.25425,328,89
618,7,Tin Barn Rd,TIN,38.61869,-123.26101,284,61
141,16,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,96
140,5,"Cordon Ridge, 900 m",CR9,35.00481,-118.69210,930,69
600,15,Sunol,SUN,37.60109,-121.87374,81,138
605,5,Sunol,SUN,37.59867,-121.87535,85,54
576,10,SEDGWICK RESERVE,SW,34.69334,-120.03813,331,89
572,1,SEDGWICK RESERVE,SW,34.68892,-120.03605,331,61
168,10,Cottonwood Drainage,CD16,34.97515,-118.59299,1638,103
170,5,Cottonwood Drainage,CD16,34.97511,-118.59252,1637,75
515,3,Princeton,PRI,39.37680,-122.01999,34,82
517,9,Princeton,PRI,39.45546,-122.01718,39,75
175,9,CRESTON ,CRE,35.53367,-120.52298,332,61
486,8,PEACH TREE ROAD,PT,36.14350,-120.75339,440,89
489,8,PEACH TREE ROAD,PT,36.13396,-120.74679,450,82
288,3,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81143,-120.66812,284,49
282,5,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77833,-120.69300,224,96
413,4,Morgan Hill,MOH,37.13591,-121.70014,172,69
410,1,Morgan Hill,MOH,37.16491,-121.71479,95,75
462,12,Ojai,OJAI,34.44140,-119.24530,230,89
615,5,Tehachapi,TAC,35.11386,-118.48926,1292,82
612,12,Tehachapi,TAC,35.11866,-118.48600,1259,96
547,5,Round Valley,ROV,39.74828,-123.24841,438,69
550,5,Round Valley,ROV,39.75863,-123.24069,428,69
147,12,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,89
144,9,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,103
44,2,Cache Creek Nature Preserve,CCNP,38.69089,-121.87255,30,82
189,10,Dry Creek,DRY,37.64508,-120.84779,37,82
428,6,Mt. Hamilton High,HAMh,37.34233,-121.64989,1112,82
251,5,Healdsburg,HEA,38.61270,-122.82998,50,54
253,13,Healdsburg,HEA,38.61300,-122.83650,53,82
1,4,Alhambra,ALH,37.96990,-122.16970,176,69
8,13,Alhambra,ALH,37.96435,-122.19691,127,75
456,12,Oak Grove,OKG,38.05616,-121.36335,-4,110
455,4,Oak Grove,OKG,38.05660,-121.36429,-6,75
349,4,Malibu Creek State Park,MC,34.09605,-118.71721,164,82
344,10,Malibu Creek State Park,MC,34.09454,-118.71642,166,152
265,1,Hidden Valley (Thousand Oaks),HV,34.15254,-118.90374,311,82
58,6,Caswell Memorial SP,CAS,37.69557,-121.18346,19,75
60,11,Caswell Memorial SP,CAS,37.69556,-121.18165,15,69
117,2,"Cordon Ridge, 1200 m",CR12,35.00558,-118.66608,1236,82
116,3,"Cordon Ridge, 1200 m",CR12,35.00527,-118.66647,1232,82
647,4,Williams,WIL,39.00313,-122.35464,317,110
237,8,Gravelly Valley,GRV,39.44815,-122.96244,562,69
232,15,Gravelly Valley,GRV,39.44853,-122.96512,557,81
439,12,Nicolaus,NIC,38.88670,-121.59470,11,110
441,2,Nicolaus,NIC,38.88058,-121.58151,7,54
239,6,HASTINGS RESERVE,HAS,36.38781,-121.54951,541,96
245,16,HASTINGS RESERVE,HAS,36.38061,-121.55290,634,82
308,12,Jasper Ridge,JAS,37.40400,-122.23984,115,82
306,1,Jasper Ridge,JAS,37.40317,-122.24360,123,69
534,2,Redding,RDD,40.61261,-122.34828,179,69
531,2,Redding,RDD,40.57060,-122.37919,146,75
260,2,Henry Coe area,COE,37.08237,-121.46968,273,49
261,8,Henry Coe area,COE,37.09570,-121.46964,283,103
670,5,York Mountain Road ,YORK,35.54924,-120.78675,282,82
665,9,York Mountain Road ,YORK,35.55022,-120.79166,253,96
104,8,Cloverdale,CVD,38.85439,-123.03187,131,69
102,2,Cloverdale,CVD,38.85947,-123.03747,125,69
593,5,Sugarloaf Ridge area,SUG,38.43304,-122.55359,169,75
597,10,Sugarloaf Ridge area,SUG,38.42008,-122.55209,149,61
598,1,Sugarloaf Ridge area,SUG,38.41886,-122.55145,146,54
379,7,Meridian,MRD,39.18721,-121.90054,9,103
27,3,Bellota,BEL,38.05424,-121.01402,68,82
29,16,Bellota,BEL,38.05210,-121.01408,57,69
220,2,Fort Tejon State Park,FT,34.87311,-118.89350,972,54
215,3,Fort Tejon State Park,FT,34.87472,-118.89387,972,96
592,8,Springville,SPR,36.04523,-118.85690,239,61
588,8,Springville,SPR,36.04868,-118.85880,222,69
400,5,Monticello Dam,MOD,,,,82
405,11,Monticello Dam,MOD,38.51455,-122.07815,55,110
278,4,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.10591,-120.38777,228,89
333,13,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78870,-120.95062,319,75
328,5,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78753,-120.93898,283,82
398,3,Middletown,MDT,38.75858,-122.60500,335,61
394,6,Middletown,MDT,38.76043,-122.60432,332,131
71,7,Chesebro,CHE,34.15641,-118.73070,294,69
73,6,Chesebro,CHE,34.16084,-118.72587,328,82
121,2,"Cordon Ridge, 1500 m",CR15,35.00161,-118.65046,1524,82
512,1,Platina,PLA,40.31898,-122.78387,459,75
514,7,Platina,PLA,40.31926,-122.78510,459,61
42,6,Blue Oak Ranch (a.k.a. BORR),BLU,37.35104,-121.73129,517,69
40,3,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,82
540,14,Restoration Oaks Ranch,RO,34.55826,-120.17836,232,117
537,1,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,"""no tag"""
616,1,Tin Barn Rd,TIN,38.61683,-123.26316,289,54
617,1,Tin Barn Rd,TIN,38.61783,-123.26137,279,49
138,8,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,110
142,14,"Cordon Ridge, 900 m",CR9,35.00485,-118.69115,946,89
601,14,Sunol,SUN,37.60099,-121.87363,81,89
604,14,Sunol,SUN,37.59870,-121.87510,82,75
575,3,SEDGWICK RESERVE,SW,34.70074,-120.03898,352,138
570,7,SEDGWICK RESERVE,SW,34.70022,-120.04050,348,82
165,1,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,82
